player_id,player_name,player_firstName,player_lastName,player_birthDate,player_birthCity,player_birthCountry,player_birthStateProvince,player_nationality,player_height,player_weight,player_shootsCatches,player_primaryPositionCode
8444919,Tommy Albelin,Tommy,Albelin,1964-05-21,Stockholm,SWE,N/A,SWE,"6' 2""",195,L,D
8444945,Glenn Anderson,Glenn,Anderson,1960-10-02,Vancouver,CAN,BC,CAN,"6' 1""",190,L,R
8445000,Dave Andreychuk,Dave,Andreychuk,1963-09-29,Hamilton,CAN,ON,CAN,"6' 4""",225,R,L
8445275,Tom Barrasso,Tom,Barrasso,1965-03-31,Boston,USA,MA,USA,"6' 3""",210,R,G
8445386,Ed Belfour,Ed,Belfour,1965-04-21,Carman,CAN,MB,CAN,"6' 0""",214,L,G
8445417,Brian Bellows,Brian,Bellows,1964-09-01,St. Catharines,CAN,ON,CAN,"5' 11""",210,R,L
8445423,Benoit Hogue,Benoit,Hogue,1966-10-28,Repentigny,CAN,QC,CAN,"5' 10""",194,L,L
8445461,Jeff Beukeboom,Jeff,Beukeboom,1965-03-28,Ajax,CAN,ON,CAN,"6' 5""",230,R,D
8445550,Rob Blake,Rob,Blake,1969-12-10,Simcoe,CAN,ON,CAN,"6' 4""",220,R,D
8445621,Ray Bourque,Ray,Bourque,1960-12-28,Montréal,CAN,QC,CAN,"6' 0""",223,L,D
8445629,Phil Bourque,Phil,Bourque,1962-06-08,Chelmsford,USA,MA,USA,"6' 1""",196,L,L
8445724,Neal Broten,Neal,Broten,1959-11-29,Roseau,USA,MN,USA,"5' 10""",175,L,C
8445730,Doug Brown,Doug,Brown,1964-06-12,Southborough,USA,MA,USA,"5' 11""",185,R,R
8445734,Benoit Brunet,Benoit,Brunet,1968-08-24,Ste-Anne-de-Bellevue,CAN,QC,CAN,"5' 10""",203,L,L
8445735,Rod Brind'Amour,Rod,Brind'Amour,1970-08-09,Ottawa,CAN,ON,CAN,"6' 1""",205,L,C
8445739,Patrice Brisebois,Patrice,Brisebois,1971-01-27,Montréal,CAN,QC,CAN,"6' 2""",197,R,D
8445861,Jock Callander,Jock,Callander,1961-04-23,Regina,CAN,SK,CAN,"6' 1""",188,R,R
8445977,Bobby Carpenter,Bobby,Carpenter,1963-07-13,Beverly,USA,MA,USA,"6' 0""",200,L,C
8446013,Jay Caufield,Jay,Caufield,1960-07-17,Philadelphia,USA,PA,USA,"6' 4""",237,R,R
8446026,Tom Chorske,Tom,Chorske,1966-09-18,Minneapolis,USA,MN,USA,"6' 1""",212,R,R
8446036,Guy Carbonneau,Guy,Carbonneau,1960-03-18,Sept-Iles,CAN,QC,CAN,"5' 11""",186,R,C
8446042,Shawn Chambers,Shawn,Chambers,1966-10-11,Sterling Heights,USA,MI,USA,"6' 2""",210,L,D
8446050,Jeff Chychrun,Jeff,Chychrun,1966-05-03,LaSalle,CAN,QC,CAN,"6' 4""",215,R,D
8446053,Chris Chelios,Chris,Chelios,1962-01-25,Chicago,USA,IL,USA,"6' 0""",191,R,D
8446117,Paul Coffey,Paul,Coffey,1961-06-01,Weston,CAN,ON,CAN,"6' 0""",205,L,D
8446127,Danton Cole,Danton,Cole,1967-01-10,Pontiac,USA,MI,USA,"5' 11""",185,R,R
8446134,Frederic Chabot,Frederic,Chabot,1968-02-12,Herbertville Station,CAN,QC,CAN,"5' 11""",187,R,G
8446286,J.J. Daigneault,J.J.,Daigneault,1965-10-12,Montréal,CAN,QC,CAN,"5' 10""",192,L,D
8446303,Vincent Damphousse,Vincent,Damphousse,1967-12-17,Montréal,CAN,QC,CAN,"6' 1""",205,L,C
8446305,Jeff Daniels,Jeff,Daniels,1968-06-24,Oshawa,CAN,ON,CAN,"6' 1""",200,L,L
8446309,Ken Daneyko,Ken,Daneyko,1964-04-17,Windsor,CAN,ON,CAN,"6' 1""",215,L,D
8446407,Eric Desjardins,Eric,Desjardins,1969-06-14,Rouyn,CAN,QC,CAN,"6' 1""",205,R,D
8446415,Gilbert Dionne,Gilbert,Dionne,1970-09-19,Drummondville,CAN,QC,CAN,"6' 1""",205,L,L
8446424,Gord Dineen,Gord,Dineen,1962-09-21,Quebec City,CAN,QC,CAN,"6' 0""",195,R,D
8446484,Bruce Driver,Bruce,Driver,1962-04-29,Toronto,CAN,ON,CAN,"6' 0""",185,L,D
8446485,Kris Draper,Kris,Draper,1971-05-24,Toronto,CAN,ON,CAN,"5' 10""",188,L,C
8446494,Steve Duchesne,Steve,Duchesne,1965-06-30,Sept-Iles,CAN,QC,CAN,"5' 11""",195,L,D
8446501,Donald Dufresne,Donald,Dufresne,1967-04-10,Rimouski,CAN,QC,CAN,"6' 1""",206,R,D
8446715,Bob Errey,Bob,Errey,1964-09-21,Montréal,CAN,QC,CAN,"5' 11""",175,L,L
8446733,Todd Ewen,Todd,Ewen,1966-03-22,Saskatoon,CAN,SK,CAN,"6' 3""",230,R,R
8446788,Sergei Fedorov,Sergei,Fedorov,1969-12-13,Pskov,RUS,N/A,RUS,"6' 2""",207,L,C
8446789,Viacheslav Fetisov,Viacheslav,Fetisov,1958-04-20,Moscow,RUS,N/A,RUS,"6' 1""",215,L,D
8446831,Stephane Fiset,Stephane,Fiset,1970-06-17,Montréal,CAN,QC,CAN,"6' 1""",198,L,G
8446951,Ron Francis,Ron,Francis,1963-03-01,Sault Ste. Marie,CAN,ON,CAN,"6' 3""",200,L,C
8447067,Mike Gartner,Mike,Gartner,1959-10-29,Ottawa,CAN,ON,CAN,"6' 0""",190,R,R
8447169,Greg Gilbert,Greg,Gilbert,1962-01-22,Toronto,CAN,ON,CAN,"6' 1""",195,L,L
8447177,Brent Gilchrist,Brent,Gilchrist,1967-04-03,Moose Jaw,CAN,SK,CAN,"5' 11""",180,L,L
8447363,Alexei Gusarov,Alexei,Gusarov,1964-07-08,Moscow,RUS,N/A,RUS,"6' 2""",200,L,D
8447364,Adam Graves,Adam,Graves,1968-04-12,Tecumseh,CAN,ON,CAN,"6' 0""",205,L,L
8447386,Stu Grimson,Stu,Grimson,1965-05-20,Kamloops,CAN,BC,CAN,"6' 5""",239,L,L
8447477,Kevin Haller,Kevin,Haller,1970-12-05,Trochu,CAN,AB,CAN,"6' 2""",200,L,D
8447515,Dave Hannan,Dave,Hannan,1961-11-26,Sudbury,CAN,ON,CAN,"5' 10""",180,L,C
8447673,Mike Hartman,Mike,Hartman,1967-02-07,Detroit,USA,MI,USA,"6' 0""",190,L,L
8447687,Dominik Hasek,Dominik,Hasek,1965-01-29,Pardubice,CZE,N/A,CZE,"6' 1""",166,L,G
8447709,Glenn Healy,Glenn,Healy,1962-08-23,Pickering,CAN,ON,CAN,"5' 8""",195,L,G
8447958,Bobby Holik,Bobby,Holik,1971-01-01,Jihlava,CZE,N/A,CZE,"6' 4""",230,R,C
8448017,Tony Hrkac,Tony,Hrkac,1966-07-07,Thunder Bay,CAN,ON,CAN,"5' 11""",190,L,C
8448029,Jiri Hrdina,Jiri,Hrdina,1958-01-05,Prague,CZE,N/A,CZE,"6' 0""",195,L,C
8448046,Mike Hudson,Mike,Hudson,1967-02-06,Guelph,CAN,ON,CAN,"6' 2""",205,L,C
8448091,Brett Hull,Brett,Hull,1964-08-09,Belleville,CAN,ON,USA,"5' 11""",205,R,R
8448208,Jaromir Jagr,Jaromir,Jagr,1972-02-15,Kladno,CZE,N/A,CZE,"6' 3""",230,L,R
8448271,Grant Jennings,Grant,Jennings,1965-05-05,Hudson Bay,CAN,SK,CAN,"6' 3""",200,L,D
8448415,Mike Keane,Mike,Keane,1967-05-29,Winnipeg,CAN,MB,CAN,"5' 10""",190,R,R
8448419,Dan Keczmer,Dan,Keczmer,1968-05-25,Mt. Clemens,USA,MI,USA,"6' 3""",205,L,D
8448519,Joey Kocur,Joey,Kocur,1964-12-21,Calgary,CAN,AB,CAN,"6' 0""",222,R,R
8448539,Nick Kypreos,Nick,Kypreos,1966-06-04,Toronto,CAN,ON,CAN,"6' 0""",210,L,L
8448554,Uwe Krupp,Uwe,Krupp,1965-06-24,Cologne,DEU,N/A,DEU,"6' 6""",240,R,D
8448622,John LeClair,John,LeClair,1969-07-05,St. Albans,USA,VT,USA,"6' 3""",233,L,L
8448669,Igor Larionov,Igor,Larionov,1960-12-03,Voskresensk,RUS,N/A,RUS,"5' 11""",170,L,C
8448674,Claude Lapointe,Claude,Lapointe,1968-10-11,Lachine,CAN,QC,CAN,"5' 9""",188,L,C
8448703,Steve Larmer,Steve,Larmer,1961-06-16,Peterborough,CAN,ON,CAN,"5' 11""",195,L,R
8448719,Stephan Lebeau,Stephan,Lebeau,1968-02-28,Saint-Jerome,CAN,QC,CAN,"5' 10""",173,R,C
8448754,Gary Leeman,Gary,Leeman,1964-02-19,Toronto,CAN,ON,CAN,"5' 11""",190,R,R
8448769,Brian Leetch,Brian,Leetch,1968-03-03,Corpus Christi,USA,TX,USA,"6' 0""",190,L,D
8448770,Sylvain Lefebvre,Sylvain,Lefebvre,1967-10-14,Richmond,CAN,QC,CAN,"6' 2""",204,L,D
8448771,Jamie Leach,Jamie,Leach,1969-08-25,Philadelphia,USA,PA,USA,"6' 1""",205,R,R
8448772,Claude Lemieux,Claude,Lemieux,1965-07-16,Buckingham,CAN,QC,CAN,"6' 1""",215,R,R
8448782,Mario Lemieux,Mario,Lemieux,1965-10-05,Montréal,CAN,QC,CAN,"6' 4""",230,R,C
8448797,Curtis Leschyshyn,Curtis,Leschyshyn,1969-09-21,Thompson,CAN,MB,CAN,"6' 1""",207,L,D
8448839,Doug Lidster,Doug,Lidster,1960-10-18,Kamloops,CAN,BC,CAN,"6' 1""",200,R,D
8448841,Troy Loney,Troy,Loney,1963-09-21,Bow Island,CAN,AB,CAN,"6' 3""",209,L,L
8448845,Craig Ludwig,Craig,Ludwig,1961-03-15,Rhinelander,USA,WI,USA,"6' 3""",220,L,D
8448884,Kevin Lowe,Kevin,Lowe,1959-04-15,Lachute,CAN,QC,CAN,"6' 2""",200,L,D
8449009,Jamie Macoun,Jamie,Macoun,1961-08-17,Newmarket,CAN,ON,CAN,"6' 1""",193,L,D
8449020,Craig MacTavish,Craig,MacTavish,1958-08-15,London,CAN,ON,CAN,"6' 1""",200,L,C
8449295,Stephane Matteau,Stephane,Matteau,1969-09-02,Rouyn,CAN,QC,CAN,"6' 4""",220,L,L
8449450,Randy McKay,Randy,McKay,1967-01-25,Montréal,CAN,QC,CAN,"6' 2""",210,R,R
8449477,Jim McKenzie,Jim,McKenzie,1969-11-03,Gull Lake,CAN,SK,CAN,"6' 4""",230,L,L
8449499,John MacLean,John,MacLean,1964-11-20,Oshawa,CAN,ON,CAN,"6' 0""",200,R,R
8449573,Mark Messier,Mark,Messier,1961-01-18,Edmonton,CAN,AB,CAN,"6' 2""",211,L,C
8449583,David Michayluk,David,Michayluk,1962-05-18,Wakaw,CAN,SK,CAN,"5' 10""",189,L,L
8449606,Corey Millen,Corey,Millen,1964-03-30,Cloquet,USA,MN,USA,"5' 7""",170,R,C
8449645,Mike Modano,Mike,Modano,1970-06-07,Livonia,USA,MI,USA,"6' 3""",212,L,C
8449654,Alexander Mogilny,Alexander,Mogilny,1969-02-18,Khabarovsk,RUS,N/A,RUS,"6' 0""",210,L,R
8449740,Kirk Muller,Kirk,Muller,1966-02-08,Kingston,CAN,ON,CAN,"6' 0""",205,L,L
8449743,Joe Mullen,Joe,Mullen,1957-02-26,New York City,USA,NY,USA,"5' 9""",180,R,R
8449745,Larry Murphy,Larry,Murphy,1961-03-08,Scarborough,CAN,ON,CAN,"6' 1""",215,R,D
8449773,Troy Murray,Troy,Murray,1962-07-31,Calgary,CAN,AB,CAN,"6' 1""",195,R,C
8449893,Joe Nieuwendyk,Joe,Nieuwendyk,1966-09-10,Oshawa,CAN,ON,CAN,"6' 2""",209,L,C
8449894,Brian Noonan,Brian,Noonan,1965-05-29,Boston,USA,MA,USA,"6' 1""",200,R,R
8449895,Owen Nolan,Owen,Nolan,1972-02-12,Belfast,GBR,N/A,CAN,"6' 1""",214,R,R
8449957,Lyle Odelein,Lyle,Odelein,1968-07-21,Quill Lake,CAN,SK,CAN,"6' 0""",212,L,D
8449971,Fredrik Olausson,Fredrik,Olausson,1966-10-05,Dadesjo,SWE,N/A,SWE,"6' 0""",198,R,D
8449973,Eddie Olczyk,Eddie,Olczyk,1966-08-16,Chicago,USA,IL,USA,"6' 1""",207,L,R
8450089,Jim Paek,Jim,Paek,1967-04-07,Seoul,KOR,N/A,KOR,"6' 1""",200,L,D
8450223,James Patrick,James,Patrick,1963-06-14,Winnipeg,CAN,MB,CAN,"6' 2""",198,R,D
8450293,Mike Peluso,Mike,Peluso,1965-11-08,Pengilly,USA,MN,USA,"6' 4""",225,L,L
8450390,Frank Pietrangelo,Frank,Pietrangelo,1964-12-17,Niagara Falls,CAN,ON,CAN,"5' 10""",185,L,G
8450560,Ken Priestlay,Ken,Priestlay,1967-08-24,Richmond,CAN,BC,CAN,"5' 10""",190,L,C
8450642,Rob Ramage,Rob,Ramage,1959-01-11,Byron,CAN,ON,CAN,"6' 2""",200,R,D
8450645,Mike Ramsey,Mike,Ramsey,1960-12-03,Minneapolis,USA,MN,USA,"6' 3""",195,L,D
8450657,Andre Racicot,Andre,Racicot,1969-06-09,Rouyn-Noranda,CAN,QC,CAN,"5' 11""",165,L,G
8450725,Mark Recchi,Mark,Recchi,1968-02-01,Kamloops,CAN,BC,CAN,"5' 10""",195,L,R
8450773,Dave Reid,Dave,Reid,1964-05-15,Toronto,CAN,ON,CAN,"6' 1""",217,L,L
8450817,Mike Ricci,Mike,Ricci,1971-10-27,Scarborough,CAN,ON,CAN,"6' 0""",200,L,C
8450825,Stephane Richer,Stephane,Richer,1966-06-07,Ripon,CAN,QC,CAN,"6' 2""",218,R,R
8450833,Mike Richter,Mike,Richter,1966-09-22,Abington,USA,PA,USA,"5' 10""",190,L,G
8450890,Mario Roberge,Mario,Roberge,1964-01-25,Quebec City,CAN,QC,CAN,"5' 10""",200,L,L
8450905,Gordie Roberts,Gordie,Roberts,1957-10-02,Detroit,USA,MI,USA,"6' 1""",195,L,D
8450941,Luc Robitaille,Luc,Robitaille,1966-02-17,Montréal,CAN,QC,CAN,"6' 1""",215,L,L
8451022,Bob Rouse,Bob,Rouse,1964-06-18,Surrey,CAN,BC,CAN,"6' 2""",220,R,D
8451033,Patrick Roy,Patrick,Roy,1965-10-05,Québec,CAN,QC,CAN,"6' 2""",190,L,G
8451059,Darren Rumble,Darren,Rumble,1969-01-23,Barrie,CAN,ON,CAN,"6' 1""",207,L,D
8451089,Warren Rychel,Warren,Rychel,1967-05-12,Tecumseh,CAN,ON,CAN,"6' 0""",205,L,L
8451101,Joe Sakic,Joe,Sakic,1969-07-07,Burnaby,CAN,BC,CAN,"5' 11""",195,L,C
8451105,Kjell Samuelsson,Kjell,Samuelsson,1958-10-18,Tingsryd,SWE,N/A,SWE,"6' 6""",235,R,D
8451107,Ulf Samuelsson,Ulf,Samuelsson,1964-03-26,Fagerstad,SWE,N/A,SWE,"6' 1""",205,L,D
8451122,Tomas Sandstrom,Tomas,Sandstrom,1964-09-04,Jakobstad,FIN,N/A,SWE,"6' 2""",205,L,R
8451146,Denis Savard,Denis,Savard,1961-02-04,Pointe Gatineau,CAN,QC,CAN,"5' 10""",175,R,C
8451224,Mathieu Schneider,Mathieu,Schneider,1969-06-12,New York City,USA,NY,USA,"5' 11""",192,L,D
8451293,Brent Severyn,Brent,Severyn,1966-02-22,Vegreville,CAN,AB,CAN,"6' 2""",211,L,L
8451302,Brendan Shanahan,Brendan,Shanahan,1969-01-23,Mimico,CAN,ON,CAN,"6' 3""",220,R,L
8451427,Brian Skrudland,Brian,Skrudland,1963-07-31,Peace River,CAN,AB,CAN,"6' 0""",195,L,C
8451657,Paul Stanton,Paul,Stanton,1967-06-22,Boston,USA,MA,USA,"6' 1""",200,R,D
8451711,Kevin Stevens,Kevin,Stevens,1965-04-15,Brockton,USA,MA,USA,"6' 3""",231,L,L
8451715,Scott Stevens,Scott,Stevens,1964-04-01,Kitchener,CAN,ON,CAN,"6' 2""",215,L,D
8451805,Ken Sutton,Ken,Sutton,1969-11-05,Edmonton,CAN,AB,CAN,"6' 1""",205,L,D
8451836,Peter Taglianetti,Peter,Taglianetti,1963-08-15,Framingham,USA,MA,USA,"6' 2""",195,L,D
8451860,Chris Terreri,Chris,Terreri,1964-11-15,Providence,USA,RI,USA,"5' 9""",170,L,G
8451905,Esa Tikkanen,Esa,Tikkanen,1965-01-25,Helsinki,FIN,N/A,FIN,"6' 1""",200,L,L
8451925,Rick Tocchet,Rick,Tocchet,1964-04-09,Scarborough,CAN,ON,CAN,"6' 0""",210,R,R
8451965,Bryan Trottier,Bryan,Trottier,1956-07-17,Val Marie,CAN,SK,CAN,"5' 11""",195,L,C
8451994,Darren Turcotte,Darren,Turcotte,1968-03-02,Boston,USA,MA,USA,"6' 0""",190,L,C
8452216,Pat Verbeek,Pat,Verbeek,1964-05-24,Sarnia,CAN,ON,CAN,"5' 9""",190,R,R
8452217,Mike Vernon,Mike,Vernon,1963-02-24,Calgary,CAN,AB,CAN,"5' 9""",175,L,G
8452366,Jay Wells,Jay,Wells,1959-05-18,Paris,CAN,ON,CAN,"6' 1""",210,L,D
8452371,Glen Wesley,Glen,Wesley,1968-10-02,Red Deer,CAN,AB,CAN,"6' 1""",207,L,D
8452516,Craig Wolanin,Craig,Wolanin,1967-07-27,Grosse Pointe,USA,MI,USA,"6' 4""",215,L,D
8452535,Ken Wregget,Ken,Wregget,1964-03-25,Brandon,CAN,MB,CAN,"6' 1""",201,L,G
8452569,Scott Young,Scott,Young,1967-10-01,Clinton,USA,MA,USA,"6' 1""",200,R,R
8452576,Wendell Young,Wendell,Young,1963-08-01,Halifax,CAN,NS,CAN,"5' 9""",181,L,G
8452578,Steve Yzerman,Steve,Yzerman,1965-05-09,Cranbrook,CAN,BC,CAN,"5' 10""",187,R,C
8455429,Tony Amonte,Tony,Amonte,1970-08-02,Hingham,USA,MA,USA,"6' 0""",202,L,R
8455441,Peter Andersson,Peter,Andersson,1965-08-29,Orebro,SWE,N/A,SWE,"6' 0""",196,L,D
8455564,Jesse Belanger,Jesse,Belanger,1969-06-15,St-Georges De Beauce,CAN,QC,CAN,"6' 1""",190,R,C
8455653,Brad Bombardir,Brad,Bombardir,1972-05-05,Powell River,CAN,BC,CAN,"6' 1""",205,L,D
8455710,Martin Brodeur,Martin,Brodeur,1972-05-06,Montréal,CAN,QC,CAN,"6' 2""",220,L,G
8455801,Patrik Carnback,Patrik,Carnback,1968-02-01,Gothenburg,SWE,N/A,SWE,"6' 0""",205,L,R
8455843,Eric Charron,Eric,Charron,1970-01-14,Verdun,CAN,QC,CAN,"6' 3""",215,L,D
8456024,Kevin Dean,Kevin,Dean,1969-04-01,Madison,USA,WI,USA,"6' 3""",205,L,D
8456080,Paul Di Pietro,Paul,Di Pietro,1970-09-08,Sault Ste. Marie,CAN,ON,CHE,"5' 8""",179,R,C
8456100,Jim Dowd,Jim,Dowd,1968-12-25,Brick,USA,NJ,USA,"6' 0""",180,R,C
8456106,Dallas Drake,Dallas,Drake,1969-02-04,Trail,CAN,BC,CAN,"6' 0""",186,L,R
8456182,David Emma,David,Emma,1969-01-14,Cranston,USA,RI,USA,"5' 10""",187,L,C
8456283,Adam Foote,Adam,Foote,1971-07-10,Toronto,CAN,ON,CAN,"6' 2""",220,R,D
8456430,Travis Green,Travis,Green,1970-12-20,Castlegar,CAN,BC,CAN,"6' 2""",200,R,C
8456464,Bill Guerin,Bill,Guerin,1970-11-09,Worcester,USA,MA,USA,"6' 2""",220,R,R
8456496,Ben Hankinson,Ben,Hankinson,1969-05-01,Edina,USA,MN,USA,"6' 2""",210,R,R
8456531,Derian Hatcher,Derian,Hatcher,1972-06-04,Sterling Heights,USA,MI,USA,"6' 5""",235,L,D
8456547,Bret Hedican,Bret,Hedican,1970-08-10,St. Paul,USA,MN,USA,"6' 2""",210,L,D
8456595,Sean Hill,Sean,Hill,1970-02-14,Duluth,USA,MN,USA,"6' 0""",204,R,D
8456597,Jim Hiller,Jim,Hiller,1969-05-13,Port Alberni,CAN,BC,CAN,"6' 0""",190,R,R
8456734,Greg Johnson,Greg,Johnson,1971-03-16,Thunder Bay,CAN,ON,CAN,"5' 11""",200,L,C
8456770,Valeri Kamensky,Valeri,Kamensky,1966-04-18,Voskresensk,RUS,N/A,RUS,"6' 2""",205,R,L
8456793,Alexander Karpovtsev,Alexander,Karpovtsev,1970-04-07,Moscow,RUS,N/A,RUS,"6' 3""",221,L,D
8456848,Patric Kjellberg,Patric,Kjellberg,1969-06-17,Trelleborg,SWE,N/A,SWE,"6' 3""",210,L,L
8456852,Jon Klemm,Jon,Klemm,1970-01-08,Cranbrook,CAN,BC,CAN,"6' 2""",205,R,D
8456870,Vladimir Konstantinov,Vladimir,Konstantinov,1967-03-19,Murmansk,RUS,N/A,RUS,"6' 0""",195,R,D
8456882,Andrei Kovalenko,Andrei,Kovalenko,1970-06-07,Balakovo,RUS,N/A,RUS,"5' 10""",215,L,R
8456887,Vyacheslav Kozlov,Vyacheslav,Kozlov,1972-05-03,Voskresensk,RUS,N/A,RUS,"5' 10""",190,L,L
8456932,Daniel Lacroix,Daniel,Lacroix,1969-03-11,Montréal,CAN,QC,CAN,"6' 2""",205,L,C
8457063,Nicklas Lidstrom,Nicklas,Lidstrom,1970-04-28,Vasteras,SWE,N/A,SWE,"6' 1""",192,L,D
8457186,Mark Major,Mark,Major,1970-03-20,Toronto,CAN,ON,CAN,"6' 3""",223,L,L
8457191,Vladimir Malakhov,Vladimir,Malakhov,1968-08-30,Sverdlovskurg,RUS,N/A,RUS,"6' 4""",230,L,D
8457261,Brad May,Brad,May,1971-11-29,Toronto,CAN,ON,CAN,"6' 1""",213,L,L
8457264,Chris McAlpine,Chris,McAlpine,1971-12-01,Roseville,USA,MN,USA,"6' 1""",215,R,D
8457297,Shawn McEachern,Shawn,McEachern,1969-02-28,Waltham,USA,MA,USA,"5' 11""",200,L,L
8457372,Joby Messier,Joby,Messier,1970-03-02,Regina,CAN,SK,CAN,"6' 1""",207,R,D
8457384,Aaron Miller,Aaron,Miller,1971-08-11,Buffalo,USA,NY,USA,"6' 3""",210,R,D
8457403,Jaroslav Modry,Jaroslav,Modry,1971-02-27,eské Budjovice,CZE,N/A,CZE,"6' 2""",220,L,D
8457421,Ian Moran,Ian,Moran,1972-08-24,Cleveland,USA,OH,USA,"5' 11""",197,R,D
8457451,Glenn Mulvenna,Glenn,Mulvenna,1967-02-18,Calgary,CAN,AB,GBR,"5' 11""",187,L,C
8457481,Michael Needham,Michael,Needham,1970-04-04,Calgary,CAN,AB,CAN,"5' 10""",185,R,R
8457490,Todd Nelson,Todd,Nelson,1969-05-15,Prince Albert,CAN,SK,CAN,"6' 0""",201,L,D
8457491,Sergei Nemchinov,Sergei,Nemchinov,1964-01-14,Moscow,RUS,N/A,RUS,"6' 1""",205,L,L
8457686,Derek Plante,Derek,Plante,1971-01-17,Cloquet,USA,MN,USA,"5' 11""",181,L,C
